"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Act","","","",1,1,"","","","","","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"Act.classCode","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.classCode",1,1,"",""
"Act.moodCode","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.moodCode",1,1,"",""
"Act.templateId","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"Act.templateId",0,*,"",""
"Act.id","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.id",0,*,"",""
"Act.code","","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CD {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActCode","",,,,"Act.code",1,1,"",""
"Act.negationInd","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.negationInd",0,1,"",""
"Act.text","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.text",0,1,"",""
"Act.statusCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActStatus","",,,,"Act.statusCode",0,1,"",""
"Act.effectiveTime","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/IVL-TS {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.effectiveTime",0,1,"",""
"Act.priorityCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActPriority","",,,,"Act.priorityCode",0,1,"",""
"Act.languageCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-HumanLanguage","",,,,"Act.languageCode",0,1,"",""
"Act.subject","","","",0,1,"","","","Element {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Act.subject",0,1,"",""
